usage_date,subscription_id,resource_group,resource_type,service_name,meter_category,team_tag,cost_inr,currency,quantity,unit_of_measure
2026-01-22,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,363.99,INR,57.75,1 Hour
2026-01-22,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,894.27,INR,25.51,1 Hour
2026-01-22,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,588.18,INR,72.26,1 Hour
2026-01-22,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,142.44,INR,76.0,1 Hour
2026-01-22,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,777.1,INR,98.25,1 Hour
2026-01-22,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1435.55,INR,51.8,1 Hour
2026-01-22,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,217.71,INR,61.81,1 Hour
2026-01-22,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,334.22,INR,5.28,1 Hour
2026-01-22,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,404.63,INR,99.51,1 Hour
2026-01-22,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,696.15,INR,13.97,1 Hour
2026-01-22,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,136.29,INR,7.08,1 Hour
2026-01-22,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,117.09,INR,36.65,1 Hour
2026-01-22,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,228.48,INR,13.55,1 Hour
2026-01-23,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1457.1,INR,66.9,1 Hour
2026-01-23,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,322.93,INR,85.73,1 Hour
2026-01-23,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,242.67,INR,21.64,1 Hour
2026-01-23,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,418.39,INR,56.65,1 Hour
2026-01-23,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,983.3,INR,54.79,1 Hour
2026-01-23,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,605.27,INR,44.28,1 Hour
2026-01-23,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,148.57,INR,10.79,1 Hour
2026-01-23,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,779.54,INR,60.83,1 Hour
2026-01-23,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1699.94,INR,40.5,1 Hour
2026-01-23,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,195.4,INR,19.8,1 Hour
2026-01-23,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,367.36,INR,54.02,1 Hour
2026-01-23,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,422.43,INR,63.07,1 Hour
2026-01-23,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,577.79,INR,78.71,1 Hour
2026-01-23,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,136.98,INR,75.95,1 Hour
2026-01-23,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,100.35,INR,47.29,1 Hour
2026-01-23,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,286.72,INR,8.27,1 Hour
2026-01-24,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1200.42,INR,52.84,1 Hour
2026-01-24,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,345.34,INR,61.14,1 Hour
2026-01-24,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,195.0,INR,63.92,1 Hour
2026-01-24,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,373.96,INR,75.23,1 Hour
2026-01-24,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,1015.9,INR,79.85,1 Hour
2026-01-24,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,572.01,INR,70.63,1 Hour
2026-01-24,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,180.92,INR,77.61,1 Hour
2026-01-24,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,932.89,INR,11.59,1 Hour
2026-01-24,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1387.43,INR,54.69,1 Hour
2026-01-24,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,200.19,INR,13.29,1 Hour
2026-01-24,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,354.32,INR,2.27,1 Hour
2026-01-24,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,416.32,INR,27.32,1 Hour
2026-01-24,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,676.72,INR,56.33,1 Hour
2026-01-24,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,183.45,INR,14.0,1 Hour
2026-01-24,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,,96.73,INR,80.55,1 Hour
2026-01-24,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,266.69,INR,59.3,1 Hour
2026-01-25,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1270.38,INR,2.46,1 Hour
2026-01-25,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,305.99,INR,14.57,1 Hour
2026-01-25,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,191.19,INR,10.87,1 Hour
2026-01-25,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,397.81,INR,86.33,1 Hour
2026-01-25,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,1096.26,INR,48.36,1 Hour
2026-01-25,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,593.27,INR,60.26,1 Hour
2026-01-25,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,181.19,INR,3.93,1 Hour
2026-01-25,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,828.97,INR,86.26,1 Hour
2026-01-25,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1686.46,INR,40.92,1 Hour
2026-01-25,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,196.7,INR,73.77,1 Hour
2026-01-25,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,358.59,INR,1.48,1 Hour
2026-01-25,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,426.31,INR,25.53,1 Hour
2026-01-25,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,592.82,INR,86.78,1 Hour
2026-01-25,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,182.57,INR,71.35,1 Hour
2026-01-25,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,108.09,INR,50.63,1 Hour
2026-01-25,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,306.47,INR,32.31,1 Hour
2026-01-26,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1197.38,INR,53.3,1 Hour
2026-01-26,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DevOps,283.92,INR,78.0,1 Hour
2026-01-26,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,207.13,INR,69.59,1 Hour
2026-01-26,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,453.0,INR,33.1,1 Hour
2026-01-26,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,888.69,INR,61.32,1 Hour
2026-01-26,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,562.03,INR,73.94,1 Hour
2026-01-26,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,168.99,INR,62.96,1 Hour
2026-01-26,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,916.05,INR,15.0,1 Hour
2026-01-26,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1819.1,INR,75.84,1 Hour
2026-01-26,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,195.76,INR,33.94,1 Hour
2026-01-26,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,366.98,INR,40.15,1 Hour
2026-01-26,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,364.37,INR,20.1,1 Hour
2026-01-26,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,715.08,INR,57.01,1 Hour
2026-01-26,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,160.0,INR,22.14,1 Hour
2026-01-26,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,97.55,INR,58.32,1 Hour
2026-01-26,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,276.23,INR,61.84,1 Hour
2026-01-27,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1223.59,INR,16.06,1 Hour
2026-01-27,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,276.11,INR,22.96,1 Hour
2026-01-27,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,242.96,INR,88.98,1 Hour
2026-01-27,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,410.99,INR,47.6,1 Hour
2026-01-27,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,1097.91,INR,58.67,1 Hour
2026-01-27,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,482.88,INR,61.67,1 Hour
2026-01-27,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,156.5,INR,39.67,1 Hour
2026-01-27,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,965.26,INR,95.26,1 Hour
2026-01-27,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1802.43,INR,85.08,1 Hour
2026-01-27,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,247.74,INR,91.68,1 Hour
2026-01-27,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,344.07,INR,6.26,1 Hour
2026-01-27,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,414.95,INR,7.43,1 Hour
2026-01-27,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,634.48,INR,12.29,1 Hour
2026-01-27,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,179.17,INR,34.38,1 Hour
2026-01-27,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,113.42,INR,98.36,1 Hour
2026-01-27,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,264.24,INR,14.84,1 Hour
2026-01-28,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1380.26,INR,63.92,1 Hour
2026-01-28,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,326.11,INR,42.28,1 Hour
2026-01-28,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,196.75,INR,73.58,1 Hour
2026-01-28,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,418.52,INR,34.01,1 Hour
2026-01-28,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,1083.91,INR,28.15,1 Hour
2026-01-28,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,530.11,INR,29.79,1 Hour
2026-01-28,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,166.44,INR,79.14,1 Hour
2026-01-28,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,854.16,INR,8.81,1 Hour
2026-01-28,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1843.5,INR,11.11,1 Hour
2026-01-28,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,210.89,INR,31.01,1 Hour
2026-01-28,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,,323.69,INR,53.73,1 Hour
2026-01-28,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,326.2,INR,70.72,1 Hour
2026-01-28,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,643.88,INR,34.21,1 Hour
2026-01-28,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,164.65,INR,80.69,1 Hour
2026-01-28,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,,118.87,INR,20.19,1 Hour
2026-01-28,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,302.55,INR,63.27,1 Hour
2026-01-29,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1366.69,INR,16.91,1 Hour
2026-01-29,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DevOps,306.82,INR,8.9,1 Hour
2026-01-29,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,240.26,INR,39.95,1 Hour
2026-01-29,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,412.85,INR,28.04,1 Hour
2026-01-29,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,,927.06,INR,63.61,1 Hour
2026-01-29,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,574.32,INR,14.93,1 Hour
2026-01-29,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,184.44,INR,3.99,1 Hour
2026-01-29,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,897.61,INR,61.69,1 Hour
2026-01-29,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1653.25,INR,65.57,1 Hour
2026-01-29,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,211.24,INR,52.88,1 Hour
2026-01-29,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,362.78,INR,27.55,1 Hour
2026-01-29,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,336.58,INR,49.51,1 Hour
2026-01-29,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,623.32,INR,80.55,1 Hour
2026-01-29,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,186.06,INR,47.34,1 Hour
2026-01-29,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,97.64,INR,62.8,1 Hour
2026-01-29,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,274.95,INR,21.38,1 Hour
2026-01-30,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1304.93,INR,8.39,1 Hour
2026-01-30,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,330.43,INR,92.48,1 Hour
2026-01-30,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,185.63,INR,87.52,1 Hour
2026-01-30,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,398.21,INR,24.72,1 Hour
2026-01-30,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,909.94,INR,35.69,1 Hour
2026-01-30,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,,494.87,INR,87.81,1 Hour
2026-01-30,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,,167.4,INR,47.59,1 Hour
2026-01-30,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,943.53,INR,74.04,1 Hour
2026-01-30,sub-psiog-001,rg-platform-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Platform,1808.06,INR,40.13,1 Hour
2026-01-30,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,230.17,INR,68.35,1 Hour
2026-01-30,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,323.45,INR,64.34,1 Hour
2026-01-30,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,351.36,INR,92.39,1 Hour
2026-01-30,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,568.98,INR,85.23,1 Hour
2026-01-30,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,155.25,INR,57.3,1 Hour
2026-01-30,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,111.92,INR,97.54,1 Hour
2026-01-30,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,281.13,INR,37.52,1 Hour
2026-01-31,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1502.88,INR,71.72,1 Hour
2026-01-31,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DevOps,354.8,INR,70.01,1 Hour
2026-01-31,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,230.04,INR,53.39,1 Hour
2026-01-31,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,409.63,INR,26.58,1 Hour
2026-01-31,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,,918.79,INR,76.36,1 Hour
2026-01-31,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,549.21,INR,52.65,1 Hour
2026-01-31,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,163.64,INR,58.39,1 Hour
2026-01-31,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,817.34,INR,61.27,1 Hour
2026-01-31,sub-psiog-001,rg-platform-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Platform,1823.1,INR,99.34,1 Hour
2026-01-31,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,217.24,INR,9.8,1 Hour
2026-01-31,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,313.18,INR,89.12,1 Hour
2026-01-31,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,384.78,INR,35.89,1 Hour
2026-01-31,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,679.64,INR,71.62,1 Hour
2026-01-31,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,181.93,INR,78.06,1 Hour
2026-01-31,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,106.41,INR,47.6,1 Hour
2026-01-31,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,279.55,INR,4.03,1 Hour
2026-02-01,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1447.96,INR,36.05,1 Hour
2026-02-01,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,315.64,INR,52.43,1 Hour
2026-02-01,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,214.61,INR,34.25,1 Hour
2026-02-01,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,429.76,INR,25.69,1 Hour
2026-02-01,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,1104.72,INR,71.78,1 Hour
2026-02-01,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,472.8,INR,88.89,1 Hour
2026-02-01,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,163.48,INR,4.01,1 Hour
2026-02-01,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,927.14,INR,73.56,1 Hour
2026-02-01,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1397.4,INR,36.89,1 Hour
2026-02-01,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,188.76,INR,65.52,1 Hour
2026-02-01,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,353.0,INR,52.54,1 Hour
2026-02-01,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,430.42,INR,61.88,1 Hour
2026-02-01,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,648.13,INR,77.09,1 Hour
2026-02-01,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,153.3,INR,11.56,1 Hour
2026-02-01,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,124.11,INR,57.46,1 Hour
2026-02-01,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,304.3,INR,26.46,1 Hour
2026-02-02,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1400.23,INR,26.59,1 Hour
2026-02-02,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DevOps,307.23,INR,56.31,1 Hour
2026-02-02,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,210.23,INR,84.77,1 Hour
2026-02-02,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,410.57,INR,49.67,1 Hour
